Country,Year,Below $1 a day (Number),Below $2.15 a day  (Number),Below $3.65 a day (Number),Below $6.85 a day (Number),Below $10 a day (Number),Below $20 a day (Number),Below $30 a day (Number),Below $40 a day (Number),Below $1 a day (%Share),Below $2.15 a day (%Share),Below $3.65 a day (%Share),Below $6.85 a day (%Share),Below $10 a day (%Share),Below $20 a day (%Share),Below $30 a day (%Share),Below $40 a day (%Share)
Tanzania,2007,5850626,22879518,33181688,38759386,39852237,40549492,40633316,40664955,14.38,56.24,81.56,95.28,97.96,99.68,99.88,99.96
Tanzania,2011,2264881,20395722,35041481,42786316,44502723,45463316,45606310,45644035,4.96,44.66,76.72,93.68,97.44,99.54,99.85,99.94
Tanzania,2018,2940487,25312512,41862273,51958563,54379826,55906151,56183936,56260910,5.22,44.95,74.34,92.27,96.57,99.28,99.77,99.91
Thailand,1981,547451,10983716,23209641,37174242,42495626,46834003,47701446,48006398,1.13,22.73,48.03,76.92,87.93,96.91,98.71,99.34
Thailand,1988,0,9907032,24861357,41843496,48134110,53153653,54141849,54487578,0.00,18.05,45.29,76.23,87.69,96.83,98.63,99.26
Thailand,1990,268298,6982115,23211729,41034602,47522049,54038661,55541050,56041001,0.47,12.35,41.04,72.55,84.02,95.55,98.20,99.09
Thailand,1992,125324,5200106,19867186,38241154,45796726,53816289,55997635,56834178,0.22,9.00,34.37,66.15,79.22,93.09,96.86,98.31
Thailand,1994,30695,2651734,14580851,35580673,45472357,55237516,57282386,58032358,0.05,4.50,24.77,60.43,77.24,93.82,97.29,98.57
Thailand,1996,24363,1855735,11905968,33705757,44402665,55705320,58261832,59070910,0.04,3.09,19.80,56.05,73.84,92.64,96.89,98.24
Thailand,1998,8377,1339643,11762134,33333768,44501418,56792044,59748234,60665473,0.01,2.18,19.10,54.13,72.26,92.22,97.02,98.51
Thailand,1999,0,2461124,14257905,36303406,46840014,57542770,60352967,61412115,0.00,3.95,22.89,58.27,75.19,92.37,96.88,98.58
Thailand,2000,32320,2497641,14804215,37171165,47190156,58516966,61273617,62128707,0.05,3.97,23.52,59.05,74.96,92.95,97.33,98.69
Thailand,2002,59307,1127164,10530762,32573703,44980512,58734564,61839263,62957435,0.09,1.76,16.44,50.84,70.21,91.67,96.52,98.26
Thailand,2004,21067,770657,7934275,28819841,41679182,58173800,62024311,63290472,0.03,1.19,12.21,44.34,64.13,89.50,95.43,97.38
Thailand,2006,2396,611974,5699984,24273803,37830494,56536103,61819784,63786951,0.00,0.93,8.66,36.88,57.48,85.90,93.93,96.92
Thailand,2007,3838,358506,4462272,23061378,37279077,57093429,62446933,64353540,0.01,0.54,6.74,34.85,56.33,86.27,94.36,97.24
Thailand,2008,975,202566,3506424,21779437,35745761,56122899,62283399,64500179,0.00,0.30,5.27,32.74,53.73,84.36,93.62,96.95
Thailand,2009,266,165313,3031268,19950451,34055260,55770421,62387841,64779307,0.00,0.25,4.53,29.84,50.93,83.41,93.30,96.88
Thailand,2010,0,178227,2610893,18423886,33287760,55534529,62205977,64707623,0.00,0.27,3.89,27.42,49.54,82.65,92.58,96.30
Thailand,2011,0,48317,1387306,15495406,31588221,56246364,62967843,65227548,0.00,0.07,2.05,22.95,46.78,83.31,93.26,96.61
Thailand,2012,0,78229,1566593,15272820,29732462,53622668,61831946,64899734,0.00,0.12,2.31,22.51,43.83,79.05,91.15,95.67
Thailand,2013,0,41447,1225365,13273929,28377386,53245881,62113108,65240194,0.00,0.06,1.80,19.48,41.64,78.14,91.15,95.74
Thailand,2014,0,61772,963380,12825419,27879347,53531426,62491816,65681968,0.00,0.09,1.41,18.74,40.74,78.22,91.31,95.97
Thailand,2015,14156,31978,561102,10030958,25096219,53013577,62377381,65733966,0.02,0.05,0.82,14.60,36.52,77.15,90.78,95.66
Thailand,2016,0,24931,677973,10846608,26057375,53022086,62246877,65816521,0.00,0.04,0.98,15.73,37.78,76.88,90.25,95.43
Thailand,2017,0,25669,567929,10454989,25219122,52466079,62354344,65953531,0.00,0.04,0.82,15.11,36.44,75.81,90.09,95.30
Thailand,2018,0,22310,656385,10837801,26074203,52887202,62549730,66212325,0.00,0.03,0.95,15.61,37.56,76.18,90.09,95.37
Thailand,2019,0,66170,404390,9153618,24446767,53052985,63113694,66702996,0.00,0.10,0.58,13.15,35.11,76.20,90.65,95.80
Thailand,2020,0,32572,469826,9200599,23610935,52291675,62834536,66652111,0.00,0.05,0.67,13.18,33.83,74.92,90.02,95.49
Timor,2001,7154,196484,497802,778778,853723,894785,899018,901043,0.79,21.80,55.24,86.41,94.73,99.29,99.76,99.98
Timor,2007,1633,179761,615881,958738,1019049,1034075,1035963,1036211,0.16,17.34,59.43,92.51,98.33,99.78,99.96,99.98
Timor,2014,314,94019,507927,1014859,1124877,1168368,1173082,1173928,0.03,8.01,43.25,86.42,95.79,99.49,99.89,99.97
Togo,2006,1077868,3513580,4689769,5457511,5656486,5751394,5761853,5762376,18.70,60.97,81.38,94.70,98.15,99.80,99.98,99.99
Togo,2011,1608823,3884164,5217569,6168339,6428425,6573443,6589725,6594582,24.39,58.89,79.10,93.52,97.46,99.66,99.91,99.98
Togo,2015,1377649,4005196,5667695,6900683,7165057,7303290,7318476,7323162,18.81,54.69,77.39,94.23,97.84,99.73,99.94,100.00
Togo,2018,284088,2214458,4478354,6624517,7269374,7772762,7852860,7873645,3.60,28.07,56.77,83.97,92.14,98.53,99.54,99.80
Tonga,2000,158,3032,8636,33463,55004,86819,94301,96274,0.16,3.09,8.82,34.16,56.15,88.63,96.26,98.28
Tonga,2009,143,1311,10055,41054,64072,93658,100413,102339,0.14,1.26,9.68,39.51,61.67,90.14,96.65,98.50
Tonga,2015,0,1113,8851,35622,62965,89743,96533,98826,0.00,1.10,8.78,35.35,62.48,89.05,95.79,98.06
Trinidad and Tobago,1988,0,0,68300,244425,414833,818318,1009600,1095987,0.00,0.00,5.67,20.30,34.45,67.96,83.84,91.02
Trinidad and Tobago,1992,3067,25782,116643,373191,609838,1031897,1163812,1204035,0.25,2.08,9.43,30.18,49.31,83.44,94.11,97.36
Tunisia,1985,54853,900647,2491150,4933832,6081566,7028798,7203634,7262042,0.75,12.29,33.99,67.31,82.97,95.90,98.28,99.08
Tunisia,1990,55146,704999,2215958,4960229,6526515,7925309,8130526,8187866,0.67,8.55,26.88,60.18,79.18,96.15,98.64,99.34
Tunisia,1995,37665,865157,2569145,5538611,7144535,8644114,8941126,9041600,0.41,9.48,28.15,60.69,78.29,94.73,97.98,99.08
Tunisia,2000,14597,425152,1910971,4967655,6949822,9014779,9430707,9568827,0.15,4.38,19.68,51.17,71.59,92.86,97.14,98.56
Tunisia,2005,13582,259548,1287682,4258637,6583702,9259421,9809356,9980265,0.13,2.57,12.74,42.14,65.14,91.62,97.06,98.75
Tunisia,2010,3644,159106,790115,3302619,5753632,9335245,10232458,10464332,0.03,1.50,7.43,31.05,54.10,87.78,96.21,98.39
Tunisia,2015,0,15659,247189,2006384,4627072,9289987,10572774,10941718,0.00,0.14,2.21,17.95,41.39,83.10,94.57,97.87
Turkey,1987,95542,1102762,6877908,22806335,33732961,46571809,49238739,50116605,0.19,2.16,13.46,44.63,66.01,91.14,96.36,98.07
Turkey,1994,121677,1698896,8337970,24651125,36615510,51940404,55263852,56370087,0.21,2.95,14.48,42.82,63.61,90.23,96.00,97.93
Turkey,2002,0,1370929,7980431,25298375,39310395,57337164,62024733,63388628,0.00,2.10,12.25,38.83,60.34,88.01,95.21,97.30
Turkey,2003,0,2548136,9680233,27753453,41749750,58886262,63006784,64406103,0.00,3.86,14.65,41.99,63.17,89.10,95.34,97.45
Turkey,2004,0,1349365,6602210,20617648,33233460,55564250,62236239,64643674,0.00,2.01,9.85,30.77,49.59,82.92,92.87,96.47
Turkey,2005,29452,1589394,6466443,19308937,32222013,56011825,62463244,64764209,0.04,2.34,9.52,28.44,47.45,82.49,91.99,95.38
Turkey,2006,0,1217152,5469534,17837622,30379983,55223688,63297303,66014570,0.00,1.77,7.95,25.94,44.18,80.32,92.06,96.01
Turkey,2007,0,908279,4483461,15513495,27720219,53972549,63296189,66654545,0.00,1.31,6.44,22.30,39.84,77.57,90.97,95.79
Turkey,2008,59837,397828,3913934,13229397,24642416,52267788,62816382,66693732,0.08,0.56,5.56,18.79,34.99,74.22,89.20,94.71
Turkey,2009,0,513792,3390188,13674459,25493694,53580147,63242666,67262372,0.00,0.72,4.75,19.17,35.74,75.12,88.67,94.31
Turkey,2010,0,559644,3151856,13171531,24973039,53358878,64383174,68304384,0.00,0.77,4.36,18.21,34.53,73.77,89.02,94.44
Turkey,2011,0,95129,2964347,11655075,23282155,51849160,63341814,67776007,0.00,0.13,4.04,15.87,31.70,70.60,86.25,92.28
Turkey,2012,0,69471,2369501,11056619,22415325,51276418,63348471,68256584,0.00,0.09,3.17,14.81,30.03,68.69,84.86,91.43
Turkey,2013,0,226338,2081478,10456131,21497680,50598018,63637558,69343645,0.00,0.30,2.74,13.77,28.31,66.64,83.82,91.33
Turkey,2014,0,158075,1710904,9564156,21246343,50610489,63646644,69426247,0.00,0.20,2.22,12.38,27.51,65.53,82.41,89.90
Turkey,2015,3946,166775,1975230,10760676,22514548,52303087,65198242,71026790,0.01,0.21,2.52,13.70,28.67,66.60,83.02,90.45
Turkey,2016,0,161825,1301074,9260148,21073923,50490939,64212114,70807202,0.00,0.20,1.63,11.60,26.40,63.25,80.44,88.70
Turkey,2017,0,112466,1221912,8841039,19807611,50315163,64993367,71933848,0.00,0.14,1.51,10.90,24.42,62.03,80.12,88.68
Turkey,2018,0,33263,1170018,9005731,19611424,51288264,65933702,72675109,0.00,0.04,1.42,10.94,23.82,62.29,80.07,88.26
Turkey,2019,0,300855,1845695,10521749,20887038,51352093,65851792,73359480,0.00,0.36,2.21,12.61,25.04,61.55,78.93,87.93
Turkmenistan,1998,385015,1902875,3139435,4027371,4279195,4390915,4401104,4407654,8.72,43.12,71.13,91.25,96.96,99.49,99.72,99.87
Tuvalu,2010,0,381,2057,5955,8035,9991,10316,10399,0.00,3.63,19.56,56.60,76.37,94.97,98.05,98.84
Uganda,1989,4023838,9958416,13742044,15902382,16391160,16706004,16761625,16762873,24.00,59.41,81.98,94.87,97.78,99.66,99.99,100.00
Uganda,1992,4041676,12224480,16317627,17959979,18277388,18465260,18531920,18549549,21.77,65.86,87.91,96.76,98.47,99.48,99.84,99.93
Uganda,1996,3998289,13657539,18299296,20249893,20748095,20995510,21019067,21028107,19.01,64.93,87.00,96.28,98.65,99.82,99.93,99.98
Uganda,1999,5568539,15761815,20213518,22095004,22621217,22844500,22933490,22944448,24.26,68.67,88.07,96.26,98.56,99.53,99.92,99.97
Uganda,2002,5531316,16787571,21635467,23999486,24623145,25040088,25112627,25143385,21.98,66.70,85.97,95.36,97.84,99.49,99.78,99.91
Uganda,2005,4232633,16065792,22483677,26096589,26970558,27536903,27623730,27658027,15.29,58.03,81.21,94.26,97.42,99.47,99.78,99.90
Uganda,2009,2799871,14673751,23630839,28666954,29997056,31046850,31264616,31379635,8.91,46.72,75.23,91.26,95.50,98.84,99.53,99.90
Uganda,2012,1925009,12974734,23785585,30938183,32903847,34277647,34473087,34521669,5.57,37.54,68.83,89.52,95.21,99.19,99.75,99.89
Uganda,2016,2644500,16942446,28226875,35659502,37845324,39260893,39544944,39599519,6.67,42.73,71.19,89.94,95.45,99.02,99.74,99.87
Uganda,2019,3245611,18685187,31841317,40313932,42668170,43950587,44160100,44205191,7.33,42.21,71.93,91.06,96.38,99.28,99.75,99.85
Ukraine,1992,159262,2037383,8514668,29302189,42759793,51420127,51991138,52094076,0.31,3.91,16.33,56.19,81.99,98.60,99.69,99.89
Ukraine,1993,63838,1015416,7175737,29977704,43122251,51357292,52005642,52119352,0.12,1.95,13.75,57.45,82.64,98.42,99.67,99.89
Ukraine,1995,416945,3657855,12792759,30905392,41220194,49362699,50682948,51096826,0.81,7.10,24.83,60.00,80.02,95.83,98.39,99.19
Ukraine,1996,365286,3680253,14291801,35441839,44491791,50007604,50710779,50893421,0.72,7.21,27.99,69.42,87.14,97.94,99.32,99.68
Ukraine,1999,280812,5824975,22290747,43385243,48010937,49508376,49623564,49653876,0.57,11.73,44.87,87.34,96.65,99.67,99.90,99.96
Ukraine,2002,10399,1283630,8194541,29855190,40973920,47555437,48086683,48167472,0.02,2.66,17.00,61.94,85.00,98.66,99.76,99.93
Ukraine,2003,19190,544358,4989503,25868819,38300092,46772454,47566059,47764409,0.04,1.14,10.44,54.10,80.10,97.82,99.48,99.90
Ukraine,2004,0,441144,3915097,20813567,34342581,46014080,47132815,47360512,0.00,0.93,8.25,43.86,72.37,96.97,99.33,99.81
Ukraine,2005,0,186919,1842453,14623803,28406081,44230113,46537074,46917303,0.00,0.40,3.91,31.05,60.30,93.90,98.79,99.60
Ukraine,2006,0,75072,1276935,12439726,26010213,43228308,45905982,46378705,0.00,0.16,2.73,26.59,55.59,92.39,98.12,99.13
Ukraine,2007,0,47454,998199,12288642,26748178,43936337,46009064,46325943,0.00,0.10,2.15,26.42,57.51,94.47,98.92,99.61
Ukraine,2008,0,12407,415999,7725456,21162771,42160512,45355399,45982994,0.00,0.03,0.90,16.70,45.75,91.14,98.05,99.41
Ukraine,2009,0,31923,460795,8877709,23869241,43220408,45522728,45910821,0.00,0.07,1.00,19.28,51.83,93.85,98.85,99.69
Ukraine,2010,0,5751,193800,6964291,20460797,42281033,45181117,45713798,0.00,0.01,0.42,15.18,44.61,92.17,98.50,99.66
Ukraine,2011,0,5187,243127,5678973,18833715,41809708,44947390,45523568,0.00,0.01,0.53,12.42,41.21,91.48,98.34,99.60
Ukraine,2012,0,51907,183803,5003657,17343499,40781865,44673083,45378164,0.00,0.11,0.40,10.97,38.04,89.45,97.98,99.53
Ukraine,2013,0,2008,128136,3840851,14273703,39967514,44247940,45129260,0.00,0.00,0.28,8.44,31.38,87.86,97.27,99.21
Ukraine,2014,0,5558,105156,4072985,15587146,40569853,44423265,45019017,0.00,0.01,0.23,9.00,34.43,89.61,98.12,99.44
Ukraine,2015,0,55637,403520,6765047,21017730,41810049,44376229,44950331,0.00,0.12,0.89,14.98,46.55,92.59,98.28,99.55
Ukraine,2016,0,44261,329312,6934003,20075259,41575719,44327433,44832560,0.00,0.10,0.73,15.41,44.61,92.38,98.50,99.62
Ukraine,2017,0,14446,268469,4830165,16770725,39800131,43699143,44424750,0.00,0.03,0.60,10.77,37.41,88.78,97.47,99.09
Ukraine,2018,0,4433,205932,4181986,15279131,38877535,43183639,44211169,0.00,0.01,0.46,9.37,34.24,87.13,96.78,99.08
Ukraine,2019,0,0,140925,3150447,11626961,36646596,42293627,43605952,0.00,0.00,0.32,7.10,26.19,82.56,95.29,98.24
Ukraine,2020,0,12722,80979,3116978,12019586,37384476,42419910,43648315,0.00,0.03,0.18,7.06,27.23,84.71,96.11,98.90
United Arab Emirates,2013,0,0,0,0,0,699617,1552182,2437612,0.00,0.00,0.00,0.00,0.00,7.61,16.88,26.50
